radix,infinitve,1.pers-singular-präsens,2.pers-singular-präsens,3.pers-singular-präsens,1.pers-singular-präteritum,partizip 2,1.pers-konjunktiv 2,imperativ-singular,imperativ-plural,hilfsverb
bankrottgeh,bankrottgehen,gehe bankrott,gehst bankrott,geht bankrott,ging bankrott,bankrottgegangen,ginge bankrott,geh bankrott,geht bankrott,sein
befried,befrieden,befriede,befriedest,befriedet,befriedete,befriedet,befriedete,befriede,befriedet,haben
begünstig,begünstigen,begünstige,begünstigst,begünstigt,begünstigte,begünstigt,begünstigte,begünstige,begünstigt,haben
beheimat,beheimaten,beheimate,beheimatest,beheimatet,beheimatete,beheimatet,beheimatete,beheimat,beheimatet,haben
beiseitelass,beiseitelassen,lasse beiseite,lässt beiseite,lässt beiseite,ließ beiseite,beiseitegelassen,ließe beiseite,lass beiseite,lasst beiseite,haben
beiseiteschieb,beiseiteschieben,schiebe beiseite,schiebst beiseite,schiebt beiseite,schob beiseite,beiseitegeschoben,schöbe beiseite,schieb beiseite,schiebt beiseite,haben
belächel,belächeln,belächele,belächelst,belächelt,belächelte,belächelt,belächelte,belächel,belächelt,haben
besiedel,besiedeln,besiedle,besiedelst,besiedelt,besiedelte,besiedelt,besiedelte,besiedel,besiedelt,haben
bemitleid,bemitleiden,bemitleide,bemitleidest,bemitleidet,bemitleidete,bemitleidet,bemitleidete,bemitleide,bemitleidet,haben
bekehr,bekehren,bekehre,bekehrst,bekehrt,bekehrte,bekehrt,bekehrte,bekehre,bekehrt,haben
nachsprech,nachsprechen,spreche nach,sprichst nach,spricht nach,sprach nach,nachgesprochen,spräche nach,sprich nach,sprecht nach,haben
befeucht,befeuchten,befeuchte,befeuchtest,befeuchtet,befeuchtete,befeuchtet,befeuchtete,befeuchte,befeuchtet,haben
positionier,positionieren,positioniere,positionierst,positioniert,positionierte,positioniert,positionierte,positionier,positioniert,haben
vorgaukel,vorgaukeln,gaukele vor,gaukelst vor,gaukelt vor,gaukelte vor,vorgegaukelt,gaukelte vor,gaukele vor,gaukelt vor,haben
überschreib,überschreiben,überschreibe,überschreibst,überschreibt,überschrieb,überschrieben,überschriebe,überschreib,überschreibt,haben
verheimlich,verheimlichen,verheimliche,verheimlichst,verheimlicht,verheimlichte,verheimlicht,verheimlichte,verheimlich,verheimlicht,haben
prust,prusten,pruste,prustest,prustet,prustete,geprustet,prustete,pruste,prustet,haben
vorknöpf,vorknöpfen,knöpfe vor,knöpfst vor,knöpft vor,knöpfte vor,vorgeknöpft,knöpfte vor,knöpf vor,knöpft vor,haben
fantasier,fantasieren,fantasiere,fantasierst,fantasiert,fantasierte,fantasiert,fantasierte,fantasiere,fantasiert,haben
herumwusel,herumwuseln,wusele herum,wuselst herum,wuselt herum,wuselte herum,herumgewuselt,wuselte herum,wusle herum,wuselt herum,haben
verwachs,verwachsen,verwachse,verwächst,verwächst,verwuchs,verwachsen,verwüchse,verwachs,verwachst,sein
schnäuk,schnäuken,schnäuke,schnäukst,schnäukt,schnäukte,geschnäukt,schnäukte,schnäuk,schnäukt,haben
stupf,stupfen,stupfe,stupfst,stupft,stupfte,gestupft,stupfte,stupf,stupft,haben
eindeutsch,eindeutschen,deutsche ein,deutschst ein,deutscht ein,deutschte ein,eingedeutscht,deutschte ein,deutsch ein,deutscht ein,haben
aussteh,ausstehen,stehe aus,stehst aus,steht aus,stand aus,ausgestanden,stünde aus,steh aus,steht aus,haben
zupassekomm,zupassekommen,komme zupasse,kommst zupasse,kommt zupasse,kam zupasse,zupassegekommen,käme zupasse,komm zupasse,kommt zupasse,sein
zupasskomm,zupasskommen,komme zupass,kommst zupass,kommt zupass,kam zupass,zupassgekommen,käme zupass,komm zupass,kommt zupass,sein
prall,prallen,pralle,prallst,prallt,prallte,geprallt,prallte,prall,prallt,sein
vorspiel,vorspielen,spiele vor,spielst vor,spielt vor,spielte vor,vorgespielt,spielte vor,spiel vor,spielt vor,haben
sprieß,sprießen,sprieße,sprießt,sprießt,spross,gesprossen,sprösse,sprieß,sprießt,sein
legalisier,legalisieren,legalisiere,legalisierst,legalisiert,legalisierte,legalisiert,legalisierte,legalisiere,legalisiert,haben
pisper,pispern,pispere,pisperst,pispert,pisperte,gepispert,pisperte,pisper,pispert,haben
abklapper,abklappern,klappere ab,klapperst ab,klappert ab,klapperte ab,abgeklappert,klapperte ab,klappere ab,klappert ab,haben
aufhübsch,aufhübschen,hübsche auf,hübschst auf,hübscht auf,hübschte auf,aufgehübscht,hübschte auf,hübsche auf,hübscht auf,haben
vot,voten,vote,votest,votet,votete,gevotet,votete,vot,votet,haben
entkleid,entkleiden,entkleide,entkleidest,entkleidet,entkleidete,entkleidet,entkleidete,entkleid,entkleidet,haben
entblöß,entblößen,entblöße,entblößt,entblößt,entblößte,entblößt,entblößte,entblöße,entblößt,haben
einnick,einnicken,nicke ein,nickst ein,nickt ein,nickte ein,eingenickt,nickte ein,nick ein,nickt ein,haben
verrechn,verrechnen,verrechne,verrechnest,verrechnet,verrechnete,verrechnet,verrechnete,verrechne,verrechnet,haben
totmach,totmachen,mache tot,machst tot,macht tot,machte tot,totgemacht,machte tot,mach tot,macht tot,haben
abwasch,abwaschen,wasche ab,wäschst ab,wäscht ab,wusch ab,abgewaschen,wüsche ab,wasch ab,wascht ab,haben
embetier,embetieren,embetiere,embetierst,embetiert,embetierte,embetiert,embetierte,embetier,embetiert,haben
karr,karren,karre,karrst,karrt,karrte,gekarrt,karrte,karr,karrt,haben
gehr,gehren,gehre,gehrst,gehrt,gehrte,gegehrt,gehrte,gehr,gehrt,haben
manipulier,manipulieren,manipuliere,manipulierst,manipuliert,manipulierte,manipuliert,manipulierte,manipuliere,manipuliert,haben
fräs,fräsen,fräse,fräst,fräst,fräste,gefräst,fräste,fräs,fräst,haben
betäub,betäuben,betäube,betäubst,betäubt,betäubte,betäubt,betäubte,betäube,betäubt,haben
narkotisier,narkotisieren,narkotisiere,narkotisierst,narkotisiert,narkotisierte,narkotisiert,narkotisierte,narkotisiere,narkotisiert,haben
einfädel,einfädeln,fädele ein,fädelst ein,fädelt ein,fädelte ein,eingefädelt,fädelte ein,fädele ein,fädelt ein,haben
heimkomm,heimkommen,komme heim,kommst heim,kommt heim,kam heim,heimgekommen,käme heim,komm heim,kommt heim,sein
erschreib,erschreiben,erschreibe,erschreibst,erschreibt,erschrieb,erschrieben,erschriebe,erschreib,erschreibt,haben
persuadier,persuadieren,persuadiere,persuadierst,persuadiert,persuadierte,persuadiert,persuadierte,persuadiere,persuadiert,haben
zerfließ,zerfließen,zerfließe,zerfließt,zerfließt,zerfloss,zerflossen,zerflösse,zerfließ,zerfließt,sein
verdumm,verdummen,verdumme,verdummst,verdummt,verdummte,verdummt,verdummte,verdumm,verdummt,haben
untertauch,untertauchen,tauche unter,tauchst unter,taucht unter,tauchte unter,untergetaucht,tauchte unter,tauch unter,taucht unter,haben
defäkier,defäkieren,defäkiere,defäkierst,defäkiert,defäkierte,defäkiert,defäkierte,defäkier,defäkiert,haben
demarkier,demarkieren,demarkiere,demarkierst,demarkiert,demarkierte,demarkiert,demarkierte,demarkier,demarkiert,haben
denaturier,denaturieren,denaturiere,denaturierst,denaturiert,denaturierte,denaturiert,denaturierte,denaturiere,denaturiert,haben
deprimier,deprimieren,deprimiere,deprimierst,deprimiert,deprimierte,deprimiert,deprimierte,deprimiere,deprimiert,haben
dramatisier,dramatisieren,dramatisiere,dramatisierst,dramatisiert,dramatisierte,dramatisiert,dramatisierte,dramatisiere,dramatisiert,haben
draufstell,draufstellen,stelle drauf,stellst drauf,stellt drauf,stellte drauf,draufgestellt,stellte drauf,stell drauf,stellt drauf,haben
dübel,dübeln,düble,dübelst,dübelt,dübelte,gedübelt,dübelte,dübel,dübelt,haben
durchatm,durchatmen,atme durch,atmest durch,atmet durch,atmete durch,durchgeatmet,atmete durch,atme durch,atmet durch,haben
durchnummerier,durchnummerieren,nummeriere durch,nummerierst durch,nummeriert durch,nummerierte durch,durchnummeriert,nummerierte durch,nummerier durch,nummeriert durch,haben
durchseih,durchseihen,seihe durch,seihst durch,seiht durch,seihte durch,durchgeseiht,seihte durch,seih durch,seiht durch,haben
freisprech,freisprechen,spreche frei,sprichst frei,spricht frei,sprach frei,freigesprochen,spräche frei,sprich frei,sprecht frei,haben
dahinsiech,dahinsiechen,sieche dahin,siechst dahin,siecht dahin,siechte dahin,dahingesiecht,siechte dahin,sieche dahin,siecht dahin,haben
intubier,intubieren,intubiere,intubierst,intubiert,intubierte,intubiert,intubierte,intubier,intubiert,haben
extubier,extubieren,extubiere,extubierst,extubiert,extubierte,extubiert,extubierte,extubier,extubiert,haben
verdunst,verdunsten,verdunste,verdunstest,verdunstet,verdunstete,verdunstet,verdunstete,verdunste,verdunstet,sein
enthaar,enthaaren,enthaare,enthaarst,enthaart,enthaarte,enthaart,enthaarte,enthaar,enthaart,haben
jeu,jeuen,jeue,jeust,jeut,jeute,gejeut,jeute,jeu,jeut,haben
entmündig,entmündigen,entmündige,entmündigst,entmündigt,entmündigte,entmündigt,entmündigte,entmündig,entmündigt,haben
kos,kosen,kose,kost,kost,koste,gekost,koste,kos,kost,haben
vorbeischau,vorbeischauen,schaue vorbei,schaust vorbei,schaut vorbei,schaute vorbei,vorbeigeschaut,schaute vorbei,schau vorbei,schaut vorbei,haben
schwär,schwären,—,—,schwärt,schwärte,geschwärt,schwärte,—,—,haben
kasper,kaspern,kaspere,kasperst,kaspert,kasperte,gekaspert,kasperte,kaspere,kaspert,haben
verscherz,verscherzen,verscherze,verscherzt,verscherzt,verscherzte,verscherzt,verscherzte,verscherz,verscherzt,haben
sand,sanden,sande,sandest,sandet,sandete,gesandet,sandete,sand,sandet,haben
kant,kanten,kante,kantest,kantet,kantete,gekantet,kantete,kant,kantet,haben
durchleid,durchleiden,durchleide,durchleidest,durchleidet,durchlitt,durchlitten,durchlitte,durchleide,durchleidet,haben
schien,schienen,schiene,schienst,schient,schiente,geschient,schiente,schiene,schient,haben
wäg,wägen,wäge,wägst,wägt,wog,gewogen,wöge,wäge,wägt,haben
knautsch,knautschen,knautsche,knautschst,knautscht,knautschte,geknautscht,knautschte,knautsche,knautscht,haben
verneig,verneigen,verneige,verneigst,verneigt,verneigte,verneigt,verneigte,verneig,verneigt,haben
wilddieb,wilddieben,wilddiebe,wilddiebst,wilddiebt,wilddiebte,gewilddiebt,wilddiebte,wilddiebe,wilddiebt,haben
schweif,schweifen,schweife,schweifst,schweift,schweifte,geschweift,schweifte,schweif,schweift,sein
schnippel,schnippeln,schnipple,schnippelst,schnippelt,schnippelte,geschnippelt,schnippelte,schnippel,schnippelt,haben
tos,tosen,tose,tost,tost,toste,getost,toste,tos,tost,haben
aufstuhl,aufstuhlen,stuhle auf,stuhlst auf,stuhlt auf,stuhlte auf,aufgestuhlt,stuhlte auf,stuhle auf,stuhlt auf,haben
erblind,erblinden,erblinde,erblindest,erblindet,erblindete,erblindet,erblindete,erblind,erblindet,sein
imaginier,imaginieren,imaginiere,imaginierst,imaginiert,imaginierte,imaginiert,imaginierte,imaginier,imaginiert,haben
skandalisier,skandalisieren,skandalisiere,skandalisierst,skandalisiert,skandalisierte,skandalisiert,skandalisierte,skandalisiere,skandalisiert,haben
umetikettier,umetikettieren,etikettiere um,etikettierst um,etikettiert um,etikettierte um,umetikettiert,etikettierte um,etikettiere um,etikettiert um,haben
metzg,metzgen,metzge,metzgst,metzgt,metzgte,gemetzgt,metzgte,metzge,metzgt,haben
abheft,abheften,hefte ab,heftest ab,heftet ab,heftete ab,abgeheftet,heftete ab,hefte ab,heftet ab,haben
rebel,rebeln,rebele,rebelst,rebelt,rebelte,gerebelt,rebelte,reble,rebelt,haben
einsteh,einstehen,stehe ein,stehst ein,steht ein,stand ein,eingestanden,stünde ein,stehe ein,steht ein,haben
einrück,einrücken,rücke ein,rückst ein,rückt ein,rückte ein,eingerückt,rückte ein,rück ein,rückt ein,sein
einmaisch,einmaischen,maische ein,maischst ein,maischt ein,maischte ein,eingemaischt,maischte ein,maisch ein,maischt ein,haben
maisch,maischen,maische,maischst,maischt,maischte,gemaischt,maischte,maisch,maischt,haben
fechs,fechsen,fechse,fechst,fechst,fechste,gefechst,fechste,fechs,fechst,haben
kelter,keltern,keltere,kelterst,keltert,kelterte,gekeltert,kelterte,keltere,keltert,haben
tschentsch,tschentschen,tschentsche,tschentschst,tschentscht,tschentschte,getschentscht,tschentschte,tschentsche,tschentscht,haben
laich,laichen,laiche,laichst,laicht,laichte,gelaicht,laichte,laiche,laicht,haben
beleumd,beleumden,beleumde,beleumdest,beleumdet,beleumdete,beleumundet,beleumdete,beleumde,beleumdet,haben
degorgier,degorgieren,degorgiere,degorgierst,degorgiert,degorgierte,degorgiert,degorgierte,degorgiere,degorgiert,haben
eindiesel,eindieseln,diesel ein,dieselst ein,dieselt ein,dieselte ein,eingedieselt,dieselte ein,diesel ein,dieselt ein,haben
pfriemel,pfriemeln,pfriemele,pfriemelst,pfriemelt,pfriemelte,gepfriemelt,pfriemelte,pfriemele,pfriemelt,haben
verlad,verladen,verlade,verlädst,verlädt,verlud,verladen,verlüde,verlad,verladet,haben
synchronisier,synchronisieren,synchronisiere,synchronisierst,synchronisiert,synchronisierte,synchronisiert,synchronisierte,synchronisier,synchronisiert,haben
zupack,zupacken,packe zu,packst zu,packt zu,packte zu,zugepackt,packte zu,pack zu,packt zu,haben
ausblut,ausbluten,blute aus,blutest aus,blutet aus,blutete aus,ausgeblutet,blutete aus,blute aus,blutet aus,haben
herunterstuf,herunterstufen,stufe herunter,stufst herunter,stuft herunter,stufte herunter,heruntergestuft,stufte herunter,stuf herunter,stuft herunter,haben
herabstuf,herabstufen,stufe herab,stufst herab,stuft herab,stufte herab,herabgestuft,stufte herab,stuf herab,stuft herab,haben
heraufstuf,heraufstufen,stufe herauf,stufst herauf,stuft herauf,stufte herauf,heraufgestuft,stufte herauf,stuf herauf,stuft herauf,haben
verzäun,verzäunen,verzäune,verzäunst,verzäunt,verzäunte,verzäunt,verzäunte,verzäun,verzäunt,haben
vergelt,vergelten,vergelte,vergiltst,vergilt,vergalt,vergolten,vergälte,vergilt,vergeltet,haben
schlabber,schlabbern,schlabbere,schlabberst,schlabbert,schlabberte,geschlabbert,schlabberte,schlabber,schlabbert,haben
besabber,besabbern,besabbere,besabberst,besabbert,besabberte,besabbert,besabberte,besabber,besabbert,haben
beknabber,beknabbern,beknabbere,beknabberst,beknabbert,beknabberte,beknabbert,beknabberte,beknabber,beknabbert,haben
beschlabber,beschlabbern,beschlabbere,beschlabberst,beschlabbert,beschlabberte,beschlabbert,beschlabberte,beschlabber,beschlabbert,haben
zerberst,zerbersten,zerberste,zerbirst,zerbirst,zerbarst,zerborsten,zerbärste,zerbirst,zerberstet,sein
hinabblick,hinabblicken,blicke hinab,blickst hinab,blickt hinab,blickte hinab,hinabgeblickt,blickte hinab,blick hinab,blickt hinab,haben
bebak,bebaken,bebake,bebakst,bebakt,bebakte,bebakt,bebakte,bebak,bebakt,haben
unterbring,unterbringen,bringe unter,bringst unter,bringt unter,brachte unter,untergebracht,brächte unter,bring unter,bringt unter,haben
bebilder,bebildern,bebildere,bebilderst,bebildert,bebilderte,bebildert,bebilderte,bebilder,bebildert,haben
fas,fasen,fase,fast,fast,faste,gefast,faste,fas,fast,haben
chaptalisier,chaptalisieren,chaptalisiere,chaptalisierst,chaptalisiert,chaptalisierte,chaptalisiert,chaptalisierte,chaptalisier,chaptalisiert,haben
chambrier,chambrieren,chambriere,chambrierst,chambriert,chambrierte,chambriert,chambrierte,chambriere,chambriert,haben
quill,quillen,quille,quillst,quillt,quillte,gequillt,quillte,quill,quillt,haben
verklag,verklagen,verklage,verklagst,verklagt,verklagte,verklagt,verklagte,verklag,verklagt,haben
gärtner,gärtnern,gärtnere,gärtnerst,gärtnert,gärtnerte,gegärtnert,gärtnerte,gärtnere,gärtnert,haben
gärtel,gärteln,gärtle,gärtelst,gärtelt,gärtelte,gegärtelt,gärtelte,gärtle,gärtelt,haben
gartel,garteln,gartle,gartelst,gartelt,gartelte,gegartelt,gartelte,gartel,gartelt,haben
titrier,titrieren,titriere,titrierst,titriert,titrierte,titriert,titrierte,titrier,titriert,haben
lamm,lammen,lamme,lammst,lammt,lammte,gelammt,lammte,lamme,lammt,haben
wimm,wimmen,wimme,wimmst,wimmt,wimmte,gewimmt,wimmte,wimm,wimmet,haben
wümm,wümmen,wümme,wümmst,wümmt,wümmte,gewümmt,wümmte,wümm,wümmet,haben
anpflanz,anpflanzen,pflanze an,pflanzt an,pflanzt an,pflanzte an,angepflanzt,pflanzte an,pflanze an,pflanzt an,haben
sprit,spriten,sprite,spritest,spritet,spritete,gespritet,spritete,sprite,spritet,haben
batik,batiken,batike,batikst,batikt,batikte,gebatikt,batikte,batik,batikt,haben
flöckel,flöckeln,–,–,flöckelt,flöckelte,geflöckelt,flöckelte,—,—,haben
kurzfass,kurzfassen,fasse kurz,fasst kurz,fasst kurz,fasste kurz,kurzgefasst,fasste kurz,fass kurz,fasst kurz,haben
weitermach,weitermachen,mache weiter,machst  weiter,macht weiter,machte weiter,weitergemacht,machte weiter,mach weiter,macht weiter,haben
wässer,wässern,wässere,wässerst,wässert,wässerte,gewässert,wässerte,wässere,wässert,haben
wärm,wärmen,wärme,wärmst,wärmt,wärmte,gewärmt,wärmte,wärm,wärmt,haben
haspel,haspeln,hasple,haspelst,haspelt,haspelte,gehaspelt,haspelte,hasple,haspelt,haben
verschrott,verschrotten,verschrotte,verschrottest,verschrottet,verschrottete,verschrottet,verschrottete,verschrotte,verschrottet,haben
verzag,verzagen,verzage,verzagst,verzagt,verzagte,verzagt,verzagte,verzag,verzagt,haben
veranschaulich,veranschaulichen,veranschauliche,veranschaulichst,veranschaulicht,veranschaulichte,veranschaulicht,veranschaulichte,veranschauliche,veranschaulicht,haben
verdampf,verdampfen,verdampfe,verdampfst,verdampft,verdampfte,verdampft,verdampfte,verdampf,verdampft,sein
häufel,häufeln,häufele,häufelst,häufelt,häufelte,gehäufelt,häufelte,häufele,häufelt,haben
niedertret,niedertreten,trete nieder,trittst nieder,tritt nieder,trat nieder,niedergetreten,träte nieder,tritt nieder,tretet nieder,haben
zerschneid,zerschneiden,zerschneide,zerschneidest,zerschneidet,zerschnitt,zerschnitten,zerschnitte,zerschneide,zerschneidet,haben
add,adden,adde,addest,addet,addete,geaddet,addete,adde,addet,haben
entmiet,entmieten,entmiete,entmietest,entmietet,entmietete,entmietet,entmietete,entmiete,entmietet,haben
einzäun,einzäunen,zäune ein,zäunst ein,zäunt ein,zäunte ein,eingezäunt,zäunte ein,zäun ein,zäunt ein,haben
umzäun,umzäunen,umzäune,umzäunst,umzäunt,umzäunte,umzäunt,umzäunte,umzäun,umzäunt,haben
rudimentier,rudimentieren,rudimentiere,rudimentierst,rudimentiert,rudimentierte,rudimentiert,rudimentierte,rudimentiere,rudimentiert,haben
petrifizier,petrifizieren,petrifiziere,petrifizierst,petrifiziert,petrifizierte,petrifiziert,petrifizierte,petrifiziere,petrifiziert,sein
hutsch,hutschen,hutsche,hutschst,hutscht,hutschte,gehutscht,hutschte,hutsch,hutscht,haben
aneck,anecken,ecke an,eckst an,eckt an,eckte an,angeeckt,eckte an,ecke an,eckt an,sein
einleb,einleben,lebe ein,lebst ein,lebt ein,lebte ein,eingelebt,lebte ein,leb ein,lebt ein,haben
erfrisch,erfrischen,erfrische,erfrischst,erfrischt,erfrischte,erfrischt,erfrischte,erfrisch,erfrischt,haben
überstülp,überstülpen,stülpe über,stülpst über,stülpt über,stülpte über,übergestülpt,stülpte über,stülp über,stülpt über,haben
daguerreotypier,daguerreotypieren,daguerreotypiere,daguerreotypierst,daguerreotypiert,daguerreotypierte,daguerreotypiert,daguerreotypierte,daguerreotypiere,daguerreotypiert,haben
brüh,brühen,brühe,brühst,brüht,brühte,gebrüht,brühte,brüh,brüht,haben
rationier,rationieren,rationiere,rationierst,rationiert,rationierte,rationiert,rationierte,rationier,rationiert,haben
umstrukturier,umstrukturieren,strukturiere um,strukturierst um,strukturiert um,strukturierte um,umstrukturiert,strukturierte um,strukturier um,strukturiert um,haben
entmann,entmannen,entmanne,entmannst,entmannt,entmannte,entmannt,entmannte,entmann,entmannt,haben
abläster,ablästern,lästere ab,lästerst ab,lästert ab,lästerte ab,abgelästert,lästerte ab,läster ab,lästert ab,haben
gips,gipsen,gipse,gipst,gipst,gipste,gegipst,gipste,gips,gipst,haben
verbrat,verbraten,verbrate,verbrätst,verbrät,verbriet,verbraten,verbriete,verbrate,verbratet,haben
verprass,verprassen,verprasse,verprasst,verprasst,verprasste,verprasst,verprasste,verprass,verprasst,haben
stress,stressen,stresse,stresst,stresst,stresste,gestresst,stresste,stress,stresst,haben
dekomponier,dekomponieren,dekomponiere,dekomponierst,dekomponiert,dekomponierte,dekomponiert,dekomponierte,dekomponier,dekomponiert,haben
rock,rocken,rocke,rockst,rockt,rockte,gerockt,rockte,rocke,rockt,haben
säck,säcken,säcke,säckst,säckt,säckte,gesäckt,säckte,säck,säckt,haben
